"PracticeID","parentid","year","areaid","indic","numerator","denominator","ratio","centile","description","flavour","active","fit","lwr","upr"
"W91006","270",2008,"AF 1","AF1","96",7267,"0.0132104","0.546601","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91006","270",2009,"AF 1","AF1","104",7357,"0.0141362","0.578503","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91006","270",2010,"AF 1","AF1","105",7506,"0.0139888","0.531145","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91006","861",2011,"AF 1","AF1","98",7551,"0.012978413455172","0.43104822638501","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91006","861",2012,"AF 1","AF1","103",7641,"0.013479911006413","0.43303345800061","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91006","861",2013,"AF 1","AF1","114",7785,"0.014643545279383","0.4735909990624","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91007","268",2007,"AF 1","AF1","209",11673,"0.0179046","0.849136","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91007","268",2008,"AF 1","AF1","198",11526,"0.0171786","0.814286","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91007","268",2009,"AF 1","AF1","203",11430,"0.0177603","0.814113","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91007","268",2010,"AF 1","AF1","204",11309,"0.0180387","0.798048","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91007","861",2011,"AF 1","AF1","215",11230,"0.019145146927872","0.8272220007971299","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91007","861",2012,"AF 1","AF1","214",11148,"0.019196268388949","0.78964924694228","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91007","861",2013,"AF 1","AF1","194",11091,"0.017491659904427","0.66288155016148","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91009","269",2007,"AF 1","AF1","341",18252,"0.0186829","0.878527","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91009","269",2008,"AF 1","AF1","357",18435,"0.0193653","0.898621","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91009","269",2009,"AF 1","AF1","386",18463,"0.0209067","0.920107","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91009","269",2010,"AF 1","AF1","436",18345,"0.0237667","0.956436","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91009","861",2011,"AF 1","AF1","452",18355,"0.024625442658676","0.95844958150658","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91009","861",2012,"AF 1","AF1","459",18358,"0.025002723608236","0.95137976346912","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91009","861",2013,"AF 1","AF1","471",18287,"0.025756001531142","0.95186998645692","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91010","270",2007,"AF 1","AF1","198",8732,"0.0226752","0.960453","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91010","270",2008,"AF 1","AF1","214",8963,"0.0238759","0.973695","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91010","270",2009,"AF 1","AF1","222",9018,"0.0246174","0.973303","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91010","270",2010,"AF 1","AF1","225",9127,"0.0246521","0.968066","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91010","861",2011,"AF 1","AF1","218",9130,"0.023877327491785","0.9498804304503801","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91010","861",2012,"AF 1","AF1","231",9062,"0.025491061575811","0.95855655514","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91010","861",2013,"AF 1","AF1","241",9082,"0.026536005285179","0.96145431815814","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91013","271",2007,"AF 1","AF1","126",8242,"0.0152876","0.710087","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91013","271",2008,"AF 1","AF1","133",8235,"0.0161506","0.757734","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91013","271",2009,"AF 1","AF1","141",8234,"0.0171241","0.779079","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91013","271",2010,"AF 1","AF1","153",8224,"0.0186041","0.827223","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91013","861",2011,"AF 1","AF1","159",8294,"0.019170484687726","0.8285173375847","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91013","861",2012,"AF 1","AF1","169",8276,"0.020420492991783","0.84827655918326","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91013","861",2013,"AF 1","AF1","169",8233,"0.020527146848051","0.82383581623086","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91014","268",2007,"AF 1","AF1","187",7264,"0.0257434","0.983986","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91014","268",2008,"AF 1","AF1","193",7423,"0.0260003","0.985813","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91014","268",2009,"AF 1","AF1","196",7381,"0.0265547","0.983823","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91014","268",2010,"AF 1","AF1","201",7504,"0.0267857","0.981273","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91014","861",2011,"AF 1","AF1","198",7400,"0.026756756756757","0.97658429653248","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91014","861",2012,"AF 1","AF1","200",7377,"0.027111291853057","0.97412311735571","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91014","861",2013,"AF 1","AF1","190",7384,"0.025731310942579","0.95145327638296","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91015","271",2007,"AF 1","AF1","144",9764,"0.0147481","0.670638","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91015","271",2008,"AF 1","AF1","147",9848,"0.0149269","0.675172","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91015","271",2009,"AF 1","AF1","153",9925,"0.0154156","0.672092","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91015","271",2010,"AF 1","AF1","151",9797,"0.0154129","0.63769","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91015","861",2011,"AF 1","AF1","163",9790,"0.016649642492339","0.68363889996014","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91015","861",2012,"AF 1","AF1","170",10001,"0.016998300169983","0.66491458607096","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91015","861",2013,"AF 1","AF1","176",10120,"0.017391304347826","0.65756849671841","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91016","270",2007,"AF 1","AF1","82",4656,"0.0176117","0.837809","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91016","270",2008,"AF 1","AF1","89",4640,"0.019181","0.893793","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91016","270",2009,"AF 1","AF1","106",4648,"0.0228055","0.953851","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91016","270",2010,"AF 1","AF1","113",4616,"0.0244801","0.965405","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91016","861",2011,"AF 1","AF1","107",4630,"0.023110151187905","0.9382223993623","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91016","861",2012,"AF 1","AF1","111",4666,"0.02378911273039","0.93490346709795","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91016","861",2013,"AF 1","AF1","116",4652,"0.024935511607911","0.94020210438587","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91017","271",2007,"AF 1","AF1","231",11718,"0.0197133","0.907626","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91017","271",2008,"AF 1","AF1","230",11784,"0.019518","0.90335","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91017","271",2009,"AF 1","AF1","248",11723,"0.021155","0.925963","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91017","271",2010,"AF 1","AF1","260",11692,"0.0222374","0.93564","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91017","861",2011,"AF 1","AF1","283",11734,"0.024117947843873","0.95316859306497","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91017","861",2012,"AF 1","AF1","317",11716,"0.027057016046432","0.97381987263722","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91017","861",2013,"AF 1","AF1","314",11637,"0.026982899372691","0.96635066152724","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91018","271",2007,"AF 1","AF1","128",9345,"0.0136972","0.596426","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91018","271",2008,"AF 1","AF1","126",9353,"0.0134716","0.56601","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91018","271",2009,"AF 1","AF1","127",9375,"0.0135467","0.535431","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91018","271",2010,"AF 1","AF1","137",9410,"0.014559","0.575695","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91018","861",2011,"AF 1","AF1","147",9409,"0.015623339355936","0.61518533280191","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91018","861",2012,"AF 1","AF1","159",9448,"0.016828958509738","0.65541291822501","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91018","861",2013,"AF 1","AF1","185",9434,"0.019609921560314","0.78122721116783","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91019","270",2007,"AF 1","AF1","114",8737,"0.013048","0.5477","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91019","270",2008,"AF 1","AF1","122",8821,"0.0138306","0.594975","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91019","270",2009,"AF 1","AF1","120",8873,"0.0135242","0.533843","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91019","270",2010,"AF 1","AF1","127",8986,"0.0141331","0.543367","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91019","861",2011,"AF 1","AF1","127",9161,"0.013863115380417","0.49083300119569995","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91019","861",2012,"AF 1","AF1","153",9282,"0.016483516483516","0.63347821692106","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91019","861",2013,"AF 1","AF1","155",9167,"0.016908476055416","0.62662777372643","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91020","270",2007,"AF 1","AF1","100",5828,"0.0171585","0.815252","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91020","270",2008,"AF 1","AF1","97",5967,"0.0162561","0.763645","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91020","270",2009,"AF 1","AF1","102",6051,"0.0168567","0.762703","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91020","270",2010,"AF 1","AF1","98",6238,"0.0157102","0.656416","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91020","861",2011,"AF 1","AF1","102",6287,"0.016223954191188","0.6582303706656","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91020","861",2012,"AF 1","AF1","113",6423,"0.017593025066168","0.70180936015364","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91020","861",2013,"AF 1","AF1","113",6412,"0.017623206487835","0.67079904156683","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91021","271",2007,"AF 1","AF1","196",15379,"0.0127447","0.524558","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91021","271",2008,"AF 1","AF1","197",15397,"0.0127947","0.513793","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91021","271",2009,"AF 1","AF1","217",15345,"0.0141414","0.579099","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91021","271",2010,"AF 1","AF1","240",15333,"0.0156525","0.653361","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91021","861",2011,"AF 1","AF1","246",15319,"0.016058489457536","0.6468712634515701","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91021","861",2012,"AF 1","AF1","240",15419,"0.015565211751735","0.57030223390276","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91021","861",2013,"AF 1","AF1","226",15380,"0.014694408322497","0.47640379206167","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91022","270",2007,"AF 1","AF1","133",11980,"0.0111018","0.406894","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91022","270",2008,"AF 1","AF1","151",12293,"0.0122834","0.477931","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91022","270",2009,"AF 1","AF1","152",12488,"0.0121717","0.431818","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91022","270",2010,"AF 1","AF1","159",12411,"0.0128112","0.447073","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91022","861",2011,"AF 1","AF1","167",12386,"0.013482964637494","0.46582303706656","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
"W91022","861",2012,"AF 1","AF1","192",12597,"0.015241724220052","0.54624481956939","The practice can produce a register of patient with atrial fibrillation","1",1,0.0184583711262092,0.0181627445776459,0.0187539976747725
"W91022","861",2013,"AF 1","AF1","203",12718,"0.015961629186979","0.56162100218773","The practice can produce a register of patient with atrial fibrillation","1",1,0.0191697038112164,0.0188573684030802,0.0194820392193526
"W91023","269",2007,"AF 1","AF1","159",7830,"0.0203065","0.922566","The practice can produce a register of patient with atrial fibrillation","1",1,0.0149017077011735,0.0143515125504608,0.0154519028518862
"W91023","269",2008,"AF 1","AF1","126",6707,"0.0187863","0.881182","The practice can produce a register of patient with atrial fibrillation","1",1,0.0156130403861807,0.015139575230113,0.0160865055422484
"W91023","269",2009,"AF 1","AF1","113",6088,"0.0185611","0.849643","The practice can produce a register of patient with atrial fibrillation","1",1,0.0163243730711877,0.015920189246281,0.0167285568960944
"W91023","269",2010,"AF 1","AF1","99",5689,"0.017402","0.762764","The practice can produce a register of patient with atrial fibrillation","1",1,0.017035705756195,0.0166888619371845,0.0173825495752054
"W91023","861",2011,"AF 1","AF1","104",5466,"0.01902671057446","0.8203467516939","The practice can produce a register of patient with atrial fibrillation","1",1,0.017747038441202,0.0174388542991394,0.0180552225832645
